url,title,location,rooms,price,m2,plot_m2
https://www.otodom.pl/oferta/dom-z-duzym-tarasem-i-pieknymi-widokami-zywiec-ID438Sf.html#8253bb9d97,Dom z dużym tarasem i pięknymi widokami - Żywiec,"Trzebinia, żywiecki, śląskie",5 pokoi,399 000 zł,140 m²,działka 1 250 m²
https://www.otodom.pl/oferta/przytulny-dom-wolnostojacy-z-ogrodem-cegielnik-ID45VgZ.html#8253bb9d97,Przytulny dom wolnostojący z ogrodem. Cegielnik,"Cegielnik, toruński, kujawsko-pomorskie",5 pokoi,520 000 zł,"151,96 m²",działka 1 200 m²
https://www.otodom.pl/oferta/dom-wolnostojacy-106-27-m2-z-wiata-i-ogrodem-ID45IAa.html#8253bb9d97,"Dom Wolnostojący 106,27 m2 z wiatą i ogrodem","Kraków, małopolskie",4 pokoje,799 000 zł,"106,27 m²",działka 315 m²
https://www.otodom.pl/oferta/blizniak-141-85-m2-z-duzym-salonem-ID45IGf.html#8253bb9d97,"Bliźniak 141,85 m2 z DUŻYM SALONEM","Kraków, małopolskie",5 pokoi,765 000 zł,"141,85 m²",działka 278 m²
https://www.otodom.pl/oferta/nowy-parterowy-wolnostojacy-i-z-piekna-dzialka-ID43riC.html#8253bb9d97,"Nowy, parterowy, wolnostojący i z piękną działką","Warszawa, Wilanów",5 pokoi,1 750 000 zł,245 m²,działka 1 269 m²
https://www.otodom.pl/oferta/osiedle-pod-kasztanem-b3-dom-z-ogrodem-i-garazem-ID45kyS.html#8253bb9d97,"Osiedle pod Kasztanem, B3 Dom z ogrodem i garażem","Kraków, Bieżanów-Prokocim",5 pokoi,733 576 zł,"123,29 m²","działka 123,29 m²"
https://www.otodom.pl/oferta/dom-na-osiedlu-stary-sad-807-2a-ID45f9T.html#8253bb9d97,"Dom na osiedlu Stary Sad, 807/2A","Opole, opolskie",5 pokoi,Zapytaj o cenę,"151,50 m²",działka 400 m²
https://www.otodom.pl/oferta/nowoczesny-dom-nad-rzeka-narew-z-pomostem-ID46FEN.html#8253bb9d97,Nowoczesny dom nad rzeką Narew z pomostem,"Wierzbica, legionowski, mazowieckie",6 pokoi,5 900 000 zł,217 m²,działka 1 147 m²
https://www.otodom.pl/oferta/ciekawy-szereg-w-atrakcyjnej-dzielnicy-opolu-ID3Zwzi.html#8253bb9d97,Ciekawy szereg w atrakcyjnej dzielnicy Opolu,"Opole, opolskie",4 pokoje,455 000 zł,85 m²,działka 154 m²
https://www.otodom.pl/oferta/domy-szeregowe-inwestycja-nowe-spalice-olesnica-ID45Nie.html#8253bb9d97,Domy szeregowe - inwestycja Nowe Spalice -Oleśnica,"Oleśnica, oleśnicki, dolnośląskie",3 pokoje,330 750 zł,"73,50 m²",działka 40 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-szeregowej-os-zawady-ID46I6a.html#8253bb9d97,Dom W Zabudowie Szeregowej - Os. Zawady,"Białystok, Zawady",5 pokoi,493 000 zł,"141,58 m²",działka 67 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-ogrod-ID42mOk.html#4a68116051,Dom w zabudowie bliżniaczej+ogród,"Nowy Tomyśl, nowotomyski, wielkopolskie",4 pokoje,435 000 zł,112 m²,działka 450 m²
https://www.otodom.pl/oferta/olszewnica-stara-blisko-natury-dzialka-z-lasem-ID3EmTC.html#4a68116051,"Olszewnica Stara ,, Blisko Natury"" działka z lasem","Olszewnica Stara, legionowski, mazowieckie",4 pokoje,495 000 zł,150 m²,działka 850 m²
https://www.otodom.pl/oferta/nowe-domy-w-cenie-mieszkania-osada-lesna-ID44t7s.html#4a68116051,Nowe domy w cenie mieszkania - Osada Leśna,"Osada Leśna, oleśnicki, dolnośląskie",6 pokoi,599 000 zł,"119,59 m²",działka 8 100 m²
https://www.otodom.pl/oferta/sprzedam-dom-ID3W0ba.html#4a68116051,Sprzedam dom,"Niepołomice, wielicki, małopolskie",5 pokoi,479 000 zł,"123,50 m²",działka 300 m²
https://www.otodom.pl/oferta/domy-w-zabudowie-szeregowej-grodzisk-mazowiecki-ID46I5P.html#4a68116051,Domy w zabudowie szeregowej - Grodzisk Mazowiecki,"Grodzisk Mazowiecki, grodziski, mazowieckie",4 pokoje,490 000 zł,93 m²,działka 170 m²
https://www.otodom.pl/oferta/nowoczesny-dome-energooszczedny-grabowka-ID46I5n.html#4a68116051,Nowoczesny dome energooszczędny Grabówka,"Grabówka, białostocki, podlaskie",5 pokoi,539 000 zł,"142,60 m²",działka 415 m²
https://www.otodom.pl/oferta/nowosc-tylko-u-nas-spacer-3d-i-preznet-2000zl-ID46I51.html#4a68116051,Nowość! Tylko u nas - SPACER 3D i PREZNET 2000zł!,"Nadolice Małe, wrocławski, dolnośląskie",5 pokoi,540 000 zł,"126,93 m²",działka 653 m²
https://www.otodom.pl/oferta/segment-z-kominkiem-oddzielny-wjazd-krasinskiego-8-ID44lWB.html#4a68116051,Segment z kominkiem/oddzielny wjazd/Krasińskiego 8,"Marki, wołomiński, mazowieckie",5 pokoi,489 000 zł,120 m²,działka 110 m²
https://www.otodom.pl/oferta/dzialka-z-rozp-bud-wilii-parterowej-ID46mMu.html#4a68116051,Działka z rozp. bud. Wilii parterowej,"Baszkówka, piaseczyński, mazowieckie",6 pokoi,460 000 zł,340 m²,działka 1 600 m²
https://www.otodom.pl/oferta/nowoczesne-domy-bezposrednio-ostatnie-ID46xG5.html#4a68116051,Nowoczesne domy - BEZPOŚREDNIO - ostatnie!,"Warszawa, Wilanów",5 pokoi,1 200 000 zł,245 m²,działka 430 m²
https://www.otodom.pl/oferta/gotowy-dom-164-6m2-dzialka-598m2-wyjatkowa-oferta-ID4627F.html#4a68116051,"Gotowy dom 164,6m2 działka 598m2 wyjątkowa oferta","Pisarzowice, bielski, śląskie",5 pokoi,537 000 zł,"164,60 m²",działka 598 m²
https://www.otodom.pl/oferta/rezydencja-z-duzym-ogrodem-ID46I3w.html#4a68116051,Rezydencja z dużym ogrodem,"Warszawa, Białołęka",6 pokoi,1 800 000 zł,350 m²,działka 2 100 m²
https://www.otodom.pl/oferta/dom-112-80-m-osipy-wydziory-pierwsze-ID46I3m.html#4a68116051,"Dom, 112,80 m², Osipy-Wydziory Pierwsze","Osipy-Wydziory Pierwsze, wysokomazowiecki, podlaskie",7 pokoi,299 000 zł,"112,80 m²",działka 1 900 m²
https://www.otodom.pl/oferta/dom-blizniak-dopiewiec-przy-lesna-polana-dabrowka-ID46mM4.html#4a68116051,Dom bliźniak Dopiewiec przy LEŚNA POLANA DĄBRÓWKA,"Dopiewiec, poznański, wielkopolskie",5 pokoi,399 000 zł,89 m²,działka 400 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-ID3T6PG.html#4a68116051,dom w zabudowie bliźniaczej,"Kąkolewo, leszczyński, wielkopolskie",4 pokoje,439 000 zł,140 m²,działka 420 m²
https://www.otodom.pl/oferta/nowy-dom-parterowy-100m2-ID45y9X.html#4a68116051,Nowy dom parterowy 100m2,"Tarnowskie Góry, Bobrowniki",4 pokoje,395 000 zł,100 m²,działka 413 m²
https://www.otodom.pl/oferta/chotomow-osiedle-fiolkowe-zacisze-bezposrednio-ID3JYmg.html#4a68116051,"Chotomów, Osiedle ""Fiołkowe Zacisze"" Bezpośrednio","Chotomów, legionowski, mazowieckie",4 pokoje,539 000 zł,"122,73 m²",działka 800 m²
https://www.otodom.pl/oferta/nowe-domy-na-sprzedaz-kunowice-ID43l8y.html#4a68116051,Nowe domy na sprzedaż - Kunowice,"Słubice, słubicki, lubuskie",5 pokoi,640 500 zł,"152,50 m²",działka 171 m²
https://www.otodom.pl/oferta/sprzedam-dom-w-kurowicach-ID46vUh.html#4a68116051,Sprzedam dom w Kurowicach,"Kurowice, łódzki wschodni, łódzkie",5 pokoi,490 000 zł,110 m²,działka 400 m²
https://www.otodom.pl/oferta/nowe-domy-rybnik-nowiny-spokojna-okolica-ID46Fy3.html#4a68116051,Nowe Domy Rybnik Nowiny spokojna okolica,"Rybnik, Maroko-Nowiny",5 pokoi,450 000 zł,"124,80 m²",działka 500 m²
https://www.otodom.pl/oferta/piekny-dom-w-dawidach-bankowych-ID46I2a.html#4a68116051,Piękny dom w Dawidach Bankowych.,"Dawidy Bankowe, pruszkowski, mazowieckie",5 pokoi,895 000 zł,170 m²,działka 600 m²
https://www.otodom.pl/oferta/dom-parterowy-144-m2-centrum-modla-krolewska-ID46I1u.html#4a68116051,Dom parterowy 144 m2 centrum MODŁA KRÓLEWSKA,"Modła Królewska, koniński, wielkopolskie",5 pokoi,375 000 zł,144 m²,działka 1 200 m²
https://www.otodom.pl/oferta/gotowa-szeregowka-cicha-okolica-ID46I0R.html#4a68116051,GOTOWA Szeregówka - Cicha Okolica,"Rzeszów, Pobitno",5 pokoi,475 684 zł,"125,18 m²",działka 161 m²
https://www.otodom.pl/oferta/komfortowe-domy-w-lazach-magdalenki-ID45yoI.html#4a68116051,Komfortowe domy w Łazach /Magdalenki,"Łazy, piaseczyński, mazowieckie",5 pokoi,743 850 zł,"148,77 m²",działka 411 m²
https://www.otodom.pl/oferta/komfortowy-dom-z-2-garazami-gabinetem-i-fitness-ID4624p.html#1aa3d779a5,"Komfortowy dom z 2 garażami, gabinetem i fitness","Fasty, białostocki, podlaskie",6 pokoi,670 000 zł,"238,10 m²",działka 962 m²
https://www.otodom.pl/oferta/segment-z-ogrodkiem-i-garazem-widok-na-las-ID44wJi.html#1aa3d779a5,Segment z ogródkiem i garażem - Widok na las!,"Wołomin, wołomiński, mazowieckie",4 pokoje,481 800 zł,"104,32 m²",działka 160 m²
https://www.otodom.pl/oferta/pasywny-dom-blizniak-z-przyziemiem-ID42cuC.html#1aa3d779a5,Pasywny dom bliźniak z przyziemiem,"Jaworzno, Jeleń",5 pokoi,750 000 zł,167 m²,działka 678 m²
https://www.otodom.pl/oferta/dom-113m2-z-duzym-ogrodem-ID45xUV.html#1aa3d779a5,Dom 113m2 z dużym ogrodem,"Bolesławiec, bolesławiecki, dolnośląskie",4 pokoje,390 000 zł,113 m²,działka 500 m²
https://www.otodom.pl/oferta/dom-na-nowo-budowanym-osiedlu-w-szczawnie-zdroju-ID46HZL.html#1aa3d779a5,Dom na nowo budowanym osiedlu w Szczawnie Zdroju.,"Szczawno-Zdrój, wałbrzyski, dolnośląskie",5 pokoi,449 900 zł,"165,97 m²",działka 253 m²
https://www.otodom.pl/oferta/kameralna-inwestycja-deweloperska-ID46HZD.html#1aa3d779a5,Kameralna inwestycja deweloperska,"Wrząsowice, krakowski, małopolskie",6 pokoi,849 000 zł,234 m²,działka 450 m²
https://www.otodom.pl/oferta/kameralna-inwestycja-deweloperska-ID46HZC.html#1aa3d779a5,Kameralna inwestycja deweloperska,"Libertów, krakowski, małopolskie",4 pokoje,509 000 zł,100 m²,działka 200 m²
https://www.otodom.pl/oferta/dom-kliny-borkowskie-115mkw-ID46HZ5.html#1aa3d779a5,Dom Kliny Borkowskie 115mkw,"Kraków, Dębniki, Kliny-Zacisze",4 pokoje,750 000 zł,"114,86 m²",działka 225 m²
https://www.otodom.pl/oferta/nowy-dom-w-jasionce-dzialka-9ar-swietny-dojazd-ID46HYS.html#1aa3d779a5,"Nowy dom w Jasionce, działka 9ar, świetny dojazd!","Jasionka, rzeszowski, podkarpackie",5 pokoi,410 000 zł,137 m²,działka 898 m²
https://www.otodom.pl/oferta/dom-na-nowo-budowanym-osiedlu-w-szczawnie-zdroju-ID46HYQ.html#1aa3d779a5,Dom na nowo budowanym osiedlu w Szczawnie Zdroju.,"Szczawno-Zdrój, wałbrzyski, dolnośląskie",5 pokoi,399 900 zł,"165,97 m²",działka 167 m²
https://www.otodom.pl/oferta/blizniak-botanik-2020-rok-ID46HY3.html#1aa3d779a5,Bliźniak Botanik 2020 rok,"Lublin, Botanik",4 pokoje,710 000 zł,"137,97 m²",działka 515 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-72b-ID46HXA.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (72B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,512 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-72a-ID46HXx.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (72A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,417 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-71b-ID46HXw.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (71B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,417 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-69b-ID46HXi.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (69B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,417 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/copy-dom-z-ogrodem-na-osiedlu-kolorowym-3-69a-ID46HXd.html#1aa3d779a5,copy Dom z ogrodem na Osiedlu Kolorowym 3. (69A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,514 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-bierzglinek-ul-malwowa-ID44I9T.html#1aa3d779a5,Dom Bierzglinek ul. Malwowa,"Września, wrzesiński, wielkopolskie",5 pokoi,220 000 zł,110 m²,działka 560 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-68b-ID46HX9.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (68B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,514 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-68a-ID46HX6.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (68A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,417 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-67b-ID46HX5.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (67B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,417 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-67a-ID46HVR.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (67A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,528 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-62b-ID46HVK.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (62B),"Zgorzała, piaseczyński, mazowieckie",5 pokoi,549 000 zł,"85,90 m²",działka 45 m²
https://www.otodom.pl/oferta/twins-garden-energooszczedny-dom-z-ogrodem-nr-a30-ID43YE6.html#1aa3d779a5,"Twins Garden, Energooszczędny dom z ogrodem nr A30","Łódź, łódzkie",4 pokoje,Zapytaj o cenę,125 m²,działka 508 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-62a-ID46HVI.html#1aa3d779a5,Dom z ogrodem na Osiedlu Kolorowym 3. (62A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,507 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-61b-ID46HVH.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (61B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,422 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-61a-ID46HVF.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (61A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,519 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-58b-ID46HVE.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (58B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,514 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-58a-ID46HVD.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (58A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,417 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-pieczyska-sama-natura-25-km-od-kalisza-nowka-ID3P56Q.html#7588a95083,Dom Pieczyska sama natura 25 km od Kalisza-nówka,"Pieczyska, kaliski, wielkopolskie",6 pokoi,310 000 zł,152 m²,działka 1 000 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-57b-ID46HVu.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (57B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,502 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-57a-ID46HVn.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (57A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,545 000 zł,"85,90 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-128-m-mirkow-ID41dZe.html#7588a95083,"Dom, 128 m², Mirków","Mirków, wrocławski, dolnośląskie",4 pokoje,485 000 zł,128 m²,działka 199 m²
https://www.otodom.pl/oferta/dom-128-m-mirkow-ID44qOf.html#7588a95083,"Dom, 128 m², Mirków","Mirków, Psie Pole",4 pokoje,485 000 zł,128 m²,działka 199 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-3b-ID46HVd.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (3B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,489 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-pod-lasem-w-chwalowicach-kolo-jelcza-laskowice-ID46HV7.html#7588a95083,Dom pod lasem w Chwałowicach koło Jelcza-Laskowice,"Chwałowice, oławski, dolnośląskie",4 pokoje,350 000 zł,105 m²,działka 300 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-3a-ID46HV5.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (3A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,541 000 zł,"85,90 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-2b-ID46HWX.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (2B),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,499 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-1a-ID46HWO.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (1A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,489 000 zł,"79,69 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-na-osiedlu-kolorowym-3-2a-ID46HWU.html#7588a95083,Dom z ogrodem na Osiedlu Kolorowym 3. (2A),"Zgorzała, piaseczyński, mazowieckie",4 pokoje,394 000 zł,"62,83 m²",działka 45 m²
https://www.otodom.pl/oferta/dom-bolechowice-100m-ID46HWh.html#7588a95083,Dom|Bolechowice|100m|,"Bolechowice, krakowski, małopolskie",4 pokoje,589 000 zł,100 m²,działka 460 m²
https://www.otodom.pl/oferta/dom-wolnostojacy-145m-garaz-60m-ID46HUn.html#7588a95083,Dom wolnostojący 145m² + Garaż 60m²,"Brzeg, brzeski, opolskie",4 pokoje,465 000 zł,145 m²,działka 1 254 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-dzialka-283m2-ID41vGE.html#7588a95083,Dom w zabudowie bliźniaczej! Działka 283m2!,"Wrocław, dolnośląskie",5 pokoi,719 000 zł,"151,13 m²",działka 588 m²
https://www.otodom.pl/oferta/mierzyn-blizniaki-599-tys-ID46HUO.html#7588a95083,Mierzyn bliźniaki 599 tys.,"Mierzyn, policki, zachodniopomorskie",5 pokoi,599 000 zł,140 m²,działka 350 m²
https://www.otodom.pl/oferta/mierzyn-blizniaki-589-tys-ID46HUN.html#7588a95083,Mierzyn bliźniaki 589 tys.,"Mierzyn, policki, zachodniopomorskie",4 pokoje,589 000 zł,110 m²,działka 300 m²
https://www.otodom.pl/oferta/funkcjonalny-dom-szeregowy-d12-ID45oQC.html#7588a95083,Funkcjonalny dom szeregowy D12,"Chełmiec, nowosądecki, małopolskie",5 pokoi,467 400 zł,120 m²,działka 290 m²
https://www.otodom.pl/oferta/dom-blizniak-117m2-ul-sikorskiego-ID41iUx.html#7588a95083,Dom - Bliźniak - 117m2 - ul. Sikorskiego,"Rzeszów, Zalesie",4 pokoje,530 000 zł,117 m²,działka 250 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-ID46HUh.html#7588a95083,Dom w zabudowie bliźniaczej,"Kraków, Swoszowice, Opatkowice",4 pokoje,720 000 zł,124 m²,działka 1 000 m²
https://www.otodom.pl/oferta/segmenty-pod-debem-segment-nr-1-wolnostojacy-ID455nZ.html#7588a95083,"Segmenty Pod Dębem, segment nr 1 WOLNOSTOJĄCY !","Grodzisk Mazowiecki, grodziski, mazowieckie",5 pokoi,699 000 zł,148 m²,działka 500 m²
https://www.otodom.pl/oferta/segmenty-pod-debem-segment-nr-3-ID455pD.html#71532c204f,"Segmenty Pod Dębem, segment nr 3","Grodzisk Mazowiecki, grodziski, mazowieckie",5 pokoi,599 000 zł,142 m²,działka 250 m²
https://www.otodom.pl/oferta/domy-przy-lesie-ceny-od-289-000-ID43cuD.html#71532c204f,"Domy Przy Lesie Ceny Od 289 000,- !","Nieżyn, kołobrzeski, zachodniopomorskie",6 pokoi,299 000 zł,180 m²,działka 1 800 m²
https://www.otodom.pl/oferta/dom-17-km-od-kolobrzegu-ID3S5fa.html#71532c204f,Dom 17 km Od Kołobrzegu !,"Siemyśl, kołobrzeski, zachodniopomorskie",6 pokoi,276 000 zł,180 m²,działka 1 800 m²
https://www.otodom.pl/oferta/dom-120m2-z-ogrodkiem-kobylka-blisko-w-wa-gotowy-ID42DLH.html#71532c204f,Dom 120m2 z ogródkiem Kobyłka blisko W-wa GOTOWY,"Kobyłka, wołomiński, mazowieckie",5 pokoi,395 000 zł,120 m²,działka 30 m²
https://www.otodom.pl/oferta/dom-120-m2-tylko-jeden-w-tej-cenie-395-000-kobylka-ID442qr.html#71532c204f,DOM 120 m2 tylko jeden w tej cenie 395 000 KOBYŁKA,"Kobyłka, wołomiński, mazowieckie",5 pokoi,395 000 zł,120 m²,działka 30 m²
https://www.otodom.pl/oferta/dom-120m2-z-ogrodkiem-marki-kobylka-radzymin-w-wa-ID44pf2.html#71532c204f,Dom 120m2 z ogródkiem MARKI KOBYŁKA RADZYMIN W-wa,"Kobyłka, wołomiński, mazowieckie",5 pokoi,395 000 zł,120 m²,działka 30 m²
https://www.otodom.pl/oferta/blizniak-w-skowarczu-ID44W4c.html#71532c204f,Bliźniak w Skowarczu,"Skowarcz, gdański, pomorskie",4 pokoje,329 000 zł,"87,15 m²",działka 128 m²
https://www.otodom.pl/oferta/funkcjonalny-blizniak-podleze-k-niepolomic-ID46HTg.html#71532c204f,Funkcjonalny bliźniak - Podłęże k. Niepołomic,"Podłęże, wielicki, małopolskie",6 pokoi,690 000 zł,175 m²,działka 4 000 m²
https://www.otodom.pl/oferta/nowy-dom-jednorodzinny-zawiercie-sprzedam-ID3HV5u.html#71532c204f,Nowy dom jednorodzinny Zawiercie -sprzedam,"Zawiercie, zawierciański, śląskie",5 pokoi,470 000 zł,183 m²,działka 658 m²
https://www.otodom.pl/oferta/osiedle-harmonium-dom-h2-ID45c5w.html#71532c204f,Osiedle Harmonium dom H2,"Konstancin-Jeziorna, piaseczyński, mazowieckie",5 pokoi,1 323 000 zł,"169,07 m²","działka 331,65 m²"
https://www.otodom.pl/oferta/osiedle-harmonium-dom-f1-ID45xmN.html#71532c204f,Osiedle Harmonium dom F1,"Konstancin-Jeziorna, piaseczyński, mazowieckie",5 pokoi,1 525 000 zł,"159,48 m²","działka 570,27 m²"
https://www.otodom.pl/oferta/osiedle-harmonium-dom-d3-ID45c3p.html#71532c204f,Osiedle Harmonium dom D3,"Konstancin-Jeziorna, piaseczyński, mazowieckie",5 pokoi,1 323 000 zł,"169,07 m²","działka 331,60 m²"
https://www.otodom.pl/oferta/blizniak-w-pruszczu-gdanskim-ID3BbGI.html#71532c204f,Bliźniak w Pruszczu Gdańskim,"Różyny, gdański, pomorskie",4 pokoje,425 000 zł,89 m²,działka 365 m²
https://www.otodom.pl/oferta/piekny-5-pokojowy-dom-w-rydzynie-swietny-projekt-ID46HT3.html#71532c204f,Piękny 5 pokojowy dom w Rydzynie! Świetny projekt!,"Dąbcze, leszczyński, wielkopolskie",5 pokoi,373 000 zł,"144,70 m²",działka 425 m²
https://www.otodom.pl/oferta/nowoczesne-komfortowe-domy-gostyn-brzezie-ID46HSZ.html#71532c204f,"Nowoczesne, komfortowe domy. Gostyń-Brzezie.","Gostyń, gostyński, wielkopolskie",5 pokoi,340 000 zł,"97,24 m²",działka 250 m²
https://www.otodom.pl/oferta/dom-w-stanie-deweloperskim-blisko-skm-legionowo-ID46HSr.html#71532c204f,Dom W Stanie Deweloperskim Blisko Skm Legionowo,"Legionowo, legionowski, mazowieckie",5 pokoi,690 000 zł,130 m²,działka 335 m²
https://www.otodom.pl/oferta/osiedle-kierskie-4-pok-108-m2-podlogowka-ID46HSd.html#71532c204f,"""OSIEDLE KIERSKIE"" - 4 pok. 108 m2 podłogówka!","Rokietnica, poznański, wielkopolskie",4 pokoje,439 000 zł,108 m²,działka 279 m²
https://www.otodom.pl/oferta/mieszkania-w-sasiedztwie-jeziora-w-rosnowku-ID46qo4.html#71532c204f,Mieszkania w sąsiedztwie jeziora w Rosnówku!!,"Rosnówko, poznański, wielkopolskie",3 pokoje,449 000 zł,109 m²,działka 380 m²
https://www.otodom.pl/oferta/dom-95-38-m-radwanice-ID3Y8uA.html#71532c204f,"Dom, 95,38 m², Radwanice","Radwanice, wrocławski, dolnośląskie",4 pokoje,480 000 zł,"95,38 m²",
https://www.otodom.pl/oferta/blizniaki-w-pietrzykowicach-ID3ZvPu.html#71532c204f,Bliźniaki w Pietrzykowicach,"Pietrzykowice, wrocławski, dolnośląskie",4 pokoje,715 000 zł,166 m²,działka 774 m²
https://www.otodom.pl/oferta/nowe-domy-szeregowe-ID44yav.html#71532c204f,Nowe domy szeregowe,"Wrocław, Psie Pole, Zgorzelisko",4 pokoje,549 000 zł,"100,40 m²",działka 134 m²
https://www.otodom.pl/oferta/do-sprzedania-ostatni-dom-szeregowy-bezposrednio-ID3W42o.html#71532c204f,Do sprzedania ostatni dom szeregowy-bezpośrednio!,"Ruda Śląska, Halemba",5 pokoi,394 000 zł,"137,90 m²",działka 160 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-142m2-ratowice-ID46HS1.html#71532c204f,Dom w zabudowie bliźniaczej 142m2 Ratowice,"Ratowice, wrocławski, dolnośląskie",5 pokoi,430 000 zł,142 m²,działka 320 m²
https://www.otodom.pl/oferta/nowe-domy-szeregowe-ID456HM.html#71532c204f,Nowe domy szeregowe,"Wrocław, Psie Pole, Zgorzelisko",4 pokoje,529 000 zł,"117,40 m²",działka 135 m²
