url,title,location,rooms,price,m2,plot_m2
https://www.otodom.pl/oferta/dom-letniskowy-56m-dzialka-1000m-kaszuby-st-czaple-ID36RcA.html#778c6881af,"Dom letniskowy 56m,działka 1000m,Kaszuby St.Czaple","Stare Czaple, kartuski, pomorskie",3 pokoje,249 000 zł,"55,90 m²",działka 1 000 m²
https://www.otodom.pl/oferta/wolnostojacy-urokliwe-miejsce-gazowe-co-cwu-ID46Ex1.html#778c6881af,"Wolnostojący, urokliwe miejsce, Gazowe CO+CWU","Kaniów, bielski, śląskie",4 pokoje,180 000 zł,"268,90 m²",działka 844 m²
https://www.otodom.pl/oferta/5-pokojowy-pompa-ciepla-solary-ID46H5x.html#778c6881af,5-pokojowy. Pompa ciepła+solary,"Solna, wrocławski, dolnośląskie",5 pokoi,750 000 zł,154 m²,działka 1 500 m²
https://www.otodom.pl/oferta/dom-posrod-mazowieckich-pol-ID46H5q.html#778c6881af,Dom pośród MAZOWIECKICH pól,"Ślubowo, ciechanowski, mazowieckie",3 pokoje,189 000 zł,95 m²,działka 2 275 m²
https://www.otodom.pl/oferta/sprzedam-bezposrednio-dom-w-zabudowie-szeregowej-ID46BpX.html#778c6881af,Sprzedam BEZPOŚREDNIO dom w zabudowie szeregowej,"Warszawa, Białołęka, Białołęka Dworska",5 pokoi,899 000 zł,"125,26 m²",działka 191 m²
https://www.otodom.pl/oferta/dom-jednorodzinny-353-m2-zielonki-wies-ID42UkS.html#86c433442d,"Dom jednorodzinny, 353 m2, Zielonki Wieś","Zielonki-Wieś, warszawski zachodni, mazowieckie",5 pokoi,1 590 000 zł,353 m²,działka 994 m²
https://www.otodom.pl/oferta/dwa-domy-z-funkcjonujacym-wynajmem-ID46H5e.html#86c433442d,Dwa domy z funkcjonującym wynajmem.,"Morąg, ostródzki, warmińsko-mazurskie",5 pokoi,430 000 zł,178 m²,działka 504 m²
https://www.otodom.pl/oferta/dom-na-sprzedaz-baluty-ul-cebertowicza-pilne-ID3Yiio.html#86c433442d,Dom na sprzedaż - Bałuty ul. Cebertowicza PILNE,"Łódź, Bałuty, Teofilów",6 pokoi,910 000 zł,"239,70 m²",działka 292 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-szeregowej-ID46sMv.html#86c433442d,Dom w zabudowie szeregowej,"Wrocław, Fabryczna",6 pokoi,1 230 000 zł,220 m²,działka 800 m²
https://www.otodom.pl/oferta/dom-szeregowy-w-cenie-mieszkania-ID3PcBC.html#86c433442d,Dom Szeregowy W Cenie Mieszkania,"Bydgoszcz, Osowa Góra",4 pokoje,475 000 zł,120 m²,działka 147 m²
https://www.otodom.pl/oferta/caloroczny-domek-w-aleksandrii-na-pieknej-dzialce-ID46H4S.html#86c433442d,Całoroczny domek w Aleksandrii na pięknej działce,"Aleksandria, płoński, mazowieckie",3 pokoje,350 000 zł,50 m²,działka 1 200 m²
https://www.otodom.pl/oferta/dom-409-60-m2-poznan-zieliniec-ID452FU.html#86c433442d,"Dom 409,60 m2, Poznań Zieliniec","Poznań, Nowe Miasto, Zieliniec",>10 pokoi,1 500 000 zł,"409,60 m²",działka 979 m²
https://www.otodom.pl/oferta/dom-178-m-jozefow-ID45sZf.html#86c433442d,"Dom, 178 m², Józefów","Józefów, otwocki, mazowieckie",5 pokoi,1 080 000 zł,178 m²,działka 500 m²
https://www.otodom.pl/oferta/dom-178-m-jozefow-ID45LZv.html#86c433442d,"Dom, 178 m², Józefów","Józefów, otwocki, mazowieckie",4 pokoje,980 000 zł,178 m²,działka 400 m²
https://www.otodom.pl/oferta/dom-476-64-m-wyszkow-ID445pO.html#86c433442d,"Dom, 476,64 m², Wyszków","Wyszków, wyszkowski, mazowieckie",7 pokoi,2 100 000 zł,"476,64 m²",działka 4 400 m²
https://www.otodom.pl/oferta/dom-220-40-m-warszawa-ID44BNE.html#86c433442d,"Dom, 220,40 m², Warszawa","Warszawa, Wesoła, Stara Miłosna",5 pokoi,820 000 zł,"220,40 m²",działka 370 m²
https://www.otodom.pl/oferta/dom-176-m-warszawa-ID41bQs.html#86c433442d,"Dom, 176 m², Warszawa","Warszawa, Mokotów, Wyględów",5 pokoi,1 785 000 zł,176 m²,działka 279 m²
https://www.otodom.pl/oferta/dom-120-70-m-jozefow-ID422QJ.html#86c433442d,"Dom, 120,70 m², Józefów","Józefów, otwocki, mazowieckie",5 pokoi,890 000 zł,"120,70 m²",działka 795 m²
https://www.otodom.pl/oferta/okazja-dzialka-dom-w-kielcach-200zl-m2-ID469TD.html#86c433442d,Okazja !! Działka + Dom w Kielcach 200zł/m2,"Kielce, świętokrzyskie",6 pokoi,679 000 zł,3 309 m²,
https://www.otodom.pl/oferta/dom-212-m2-poddasze-piwnica-garaze-gm-kobierzyce-ID46vNv.html#86c433442d,Dom 212 m2 + poddasze piwnica garaże gm Kobierzyce,"Żurawice, wrocławski, dolnośląskie",8 pokoi,1 350 000 zł,212 m²,działka 500 m²
https://www.otodom.pl/oferta/atrakcyjnie-polozona-nieruchomosc-w-borkowie-ID46EOn.html#86c433442d,atrakcyjnie położona nieruchomość w Borkowie!,"Borkowo, gdański, pomorskie",5 pokoi,450 000 zł,380 m²,działka 750 m²
https://www.otodom.pl/oferta/przytulny-dom-jednorodzinny-w-spokojnej-okolicy-ID46wo7.html#86c433442d,Przytulny dom jednorodzinny w spokojnej okolicy!,"Kościerzyna, kościerski, pomorskie",6 pokoi,778 780 zł,290 m²,działka 851 m²
https://www.otodom.pl/oferta/mieszkanie-w-zabudowie-szeregowej-wolkowo-ID46H4k.html#86c433442d,Mieszkanie w zabudowie szeregowej Wołkowo,"Wołkowo, łobeski, zachodniopomorskie",2 pokoje,49 000 zł,"56,09 m²",działka 200 m²
https://www.otodom.pl/oferta/dom-letniskowy-ID46luS.html#86c433442d,Dom letniskowy,"Roździn, bełchatowski, łódzkie",5 pokoi,209 000 zł,77 m²,działka 2 223 m²
https://www.otodom.pl/oferta/wyjatkowy-dom-pod-inwestycje-w-marcinkowicach-ID465pe.html#86c433442d,Wyjątkowy dom pod inwestycję w Marcinkowicach,"Marcinkowice, oławski, dolnośląskie",9 pokoi,1 099 000 zł,262 m²,działka 1 700 m²
https://www.otodom.pl/oferta/parterowy-dom-pod-wroclawiem-kielczow-ID46H48.html#86c433442d,Parterowy dom pod Wrocławiem. KIEŁCZÓW,"Kiełczów, wrocławski, dolnośląskie",5 pokoi,940 000 zł,161 m²,działka 1 195 m²
https://www.otodom.pl/oferta/dom-czernice-borowe-bezposrednio-ID3Zd04.html#86c433442d,dom Czernice Borowe - bezpośrednio,"Czernice Borowe, przasnyski, mazowieckie",5 pokoi,390 000 zł,110 m²,działka 21 500 m²
https://www.otodom.pl/oferta/komfortowy-dom-pod-wroclawiem-piekny-ogrod-ID46H3C.html#86c433442d,Komfortowy dom pod Wrocławiem. Piękny ogród,"Raków, wrocławski, dolnośląskie",4 pokoje,930 000 zł,275 m²,działka 1 236 m²
https://www.otodom.pl/oferta/nowy-dom-z-garazem-i-ogrodkiem-w-cenie-mieszkania-ID46H3A.html#86c433442d,Nowy dom z garażem i ogródkiem w cenie mieszkania,"Toruń, Podgórz",4 pokoje,552 000 zł,"87,78 m²",działka 208 m²
https://www.otodom.pl/oferta/okazja-dom-z-basenem-ID41N5E.html#634d8203d3,Okazja!!! dom z basenem !!!,"Michałowice, krakowski, małopolskie",7 pokoi,1 270 000 zł,"332,90 m²",działka 1 400 m²
https://www.otodom.pl/oferta/dom-na-sprzedaz-raciborz-ostrog-ID4492G.html#634d8203d3,Dom na sprzedaż Racibórz Ostróg,"Racibórz, raciborski, śląskie",5 pokoi,599 000 zł,208 m²,działka 407 m²
https://www.otodom.pl/oferta/dom-dwurodzinny-turza-slaska-po-remoncie-wnetrza-ID42oSi.html#634d8203d3,Dom Dwurodzinny Turza Śląska po remoncie wnętrza !,"Turza Śląska, wodzisławski, śląskie",6 pokoi,409 000 zł,200 m²,działka 900 m²
https://www.otodom.pl/oferta/zalesie-gorne-jesowka-nasloneczniona-i-zabudowa-ID46H3i.html#634d8203d3,Zalesie Górne /Jesówka - nasłoneczniona i zabudowa,"Zalesie Górne, piaseczyński, mazowieckie",5 pokoi,699 000 zł,179 m²,działka 596 m²
https://www.otodom.pl/oferta/sloneczne-ranczo-w-cichej-zielonej-okolicy-ID46H2t.html#634d8203d3,"Słoneczne Ranczo w cichej, zielonej okolicy","Adamczowice, sandomierski, świętokrzyskie",3 pokoje,460 000 zł,80 m²,działka 7 400 m²
https://www.otodom.pl/oferta/swietna-lokalizacja-atrakcyjna-cena-ID43ne4.html#634d8203d3,"Świetna Lokalizacja, Atrakcyjna Cena","Łomża, podlaskie",6 pokoi,510 000 zł,176 m²,działka 355 m²
https://www.otodom.pl/oferta/nowa-cena-okazja-dla-szukajacych-ciszy-i-spokoju-ID46H2V.html#634d8203d3,Nowa cena! OKAZJA! Dla szukających ciszy i spokoju,"Wielkolas, lubartowski, lubelskie",1 pokój,50 000 zł,60 m²,działka 7 100 m²
https://www.otodom.pl/oferta/dom-136-m-lipniki-ID46H2R.html#634d8203d3,"Dom, 136 m², Lipniki","Lipniki, bydgoski, kujawsko-pomorskie",4 pokoje,515 000 zł,136 m²,
https://www.otodom.pl/oferta/sprzedam-dom-w-dobrej-cenie-ID46H2H.html#634d8203d3,Sprzedam dom w dobrej cenie,"Micigózd, kielecki, świętokrzyskie",3 pokoje,395 000 zł,125 m²,działka 4 100 m²
https://www.otodom.pl/oferta/dom-tychowo-niedaleko-morza-ID46H2j.html#634d8203d3,"Dom, Tychowo, niedaleko Morza","Tychowo, białogardzki, zachodniopomorskie",5 pokoi,190 000 zł,"115,50 m²",działka 898 m²
https://www.otodom.pl/oferta/jaworze-pol-domu-55m2-2-mieszk-34m2-garaz-ogrod-ID46H2G.html#634d8203d3,"Jaworze pół domu 55m2 + 2 mieszk 34m2 ,garaż,ogród","Jaworze, bielski, śląskie",4 pokoje,265 000 zł,89 m²,działka 300 m²
https://www.otodom.pl/oferta/piekny-dom-oraz-blizniak-5-5-km-od-krakowa-ID46sKq.html#634d8203d3,"Piekny dom oraz bliźniak 5,5 km od Krakowa","Luborzyca, krakowski, małopolskie",6 pokoi,599 000 zł,140 m²,działka 355 m²
https://www.otodom.pl/oferta/dzialka-budowlana-3-841-m2-domek-i-budynki-gosp-ID46lDw.html#634d8203d3,Działka budowlana 3.841 m2 + domek i budynki gosp.,"Pabianice, pabianicki, łódzkie",3 pokoje,320 000 zł,60 m²,działka 3 841 m²
https://www.otodom.pl/oferta/dom-na-duzej-dzialce-tuz-przy-muzeum-orkana-ID46H2f.html#634d8203d3,Dom na dużej działce tuż przy Muzeum Orkana!,"Rabka-Zdrój, nowotarski, małopolskie",3 pokoje,420 000 zł,100 m²,działka 4 000 m²
https://www.otodom.pl/oferta/dom-w-szczebrzeszynie-ID46H25.html#634d8203d3,Dom w Szczebrzeszynie,"Szczebrzeszyn, zamojski, lubelskie",5 pokoi,350 000 zł,120 m²,działka 600 m²
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-w-jozefoslawiu-ID46H1Z.html#634d8203d3,--Dom w zabudowie bliźniaczej w Józefosławiu--,"Józefosław, piaseczyński, mazowieckie",4 pokoje,970 000 zł,180 m²,działka 398 m²
https://www.otodom.pl/oferta/sprzedam-dom-w-lowiczu-ID46H1E.html#634d8203d3,Sprzedam dom w Łowiczu,"Łowicz, łowicki, łódzkie",5 pokoi,380 000 zł,97 m²,działka 387 m²
https://www.otodom.pl/oferta/merano-park-dom-w-centrum-gdyni-prywatnie-ID46eSW.html#634d8203d3,Merano Park - Dom w centrum Gdyni - PRYWATNIE,"Gdynia, Mały Kack",5 pokoi,1 150 000 zł,144 m²,działka 30 m²
https://www.otodom.pl/oferta/dom-jednorodzinny-160-m2-olecko-ul-zeromskiego-ID46H1I.html#634d8203d3,"Dom jednorodzinny 160 m2 - Olecko, ul. Żeromskiego","Olecko, olecki, warmińsko-mazurskie",5 pokoi,460 000 zł,160 m²,działka 500 m²
https://www.otodom.pl/oferta/dom-w-ciechocinku-300-m-do-tezni-ID46H1G.html#634d8203d3,Dom w Ciechocinku 300 M do Tężni!!!!!!!!!,"Ciechocinek, aleksandrowski, kujawsko-pomorskie",6 pokoi,370 000 zł,134 m²,działka 400 m²
https://www.otodom.pl/oferta/bezposrednio-rezydencja-w-cenie-mieszkania-ID46tSd.html#634d8203d3,BEZPOŚREDNIO! Rezydencja w cenie mieszkania!!!,"Kobylnica, poznański, wielkopolskie",7 pokoi,790 000 zł,296 m²,działka 1 241 m²
https://www.otodom.pl/oferta/dom-86-70-m-krotoszyn-ID45KX2.html#634d8203d3,"Dom, 86,70 m², Krotoszyn","Krotoszyn, krotoszyński, wielkopolskie",3 pokoje,485 000 zł,"86,70 m²",działka 325 m²
https://www.otodom.pl/oferta/wawer-marysin-sprzedam-bezposrednio-ID46eSN.html#634d8203d3,Wawer Marysin Sprzedam Bezpośrednio,"Warszawa, Wawer, Marysin Wawerski",6 pokoi,1 080 000 zł,238 m²,działka 592 m²
https://www.otodom.pl/oferta/bezposrednio-dom-wolnostojacy-zoliborz-ID45Pn1.html#634d8203d3,bezpośrednio dom WOLNOSTOJĄCY Żoliborz,"Warszawa, Żoliborz",4 pokoje,2 860 000 zł,260 m²,działka 450 m²
https://www.otodom.pl/oferta/dom-siedlisko-warmia-100-letnia-szkola-derc-ID46CGO.html#0aa18d2928,Dom Siedlisko Warmia 100 letnia szkoła Derc,"Derc, olsztyński, warmińsko-mazurskie",>10 pokoi,2 400 000 zł,720 m²,działka 20 000 m²
https://www.otodom.pl/oferta/doskonala-i-jedyna-taka-lokalizacja-w-bojanie-ID45Sdm.html#0aa18d2928,Doskonała i jedyna taka lokalizacja w Bojanie!,"Bojano, wejherowski, pomorskie",5 pokoi,669 000 zł,150 m²,działka 520 m²
https://www.otodom.pl/oferta/pensjonat-w-nadmorskiej-dzielnicy-gdyni-ID46aoA.html#0aa18d2928,PENSJONAT w nadmorskiej dzielnicy GDYNI,"Gdynia, Kamienna Góra",>10 pokoi,6 200 000 zł,396 m²,działka 700 m²
https://www.otodom.pl/oferta/sprzedam-dom-z-pracownia-ID46sIQ.html#0aa18d2928,SPRZEDAM dom z pracownią,"Jazgarzew, piaseczyński, mazowieckie",5 pokoi,1 200 000 zł,228 m²,działka 1 000 m²
https://www.otodom.pl/oferta/sprzedam-dom-w-rzeszowie-na-slocinie-ID452fp.html#0aa18d2928,Sprzedam dom w Rzeszowie na Słocinie,"Rzeszów, Słocina",5 pokoi,895 000 zł,145 m²,działka 903 m²
https://www.otodom.pl/oferta/sprzedam-dom-w-lubowie-ID46sIJ.html#0aa18d2928,Sprzedam dom w Łubowie,"Łubowo, gnieźnieński, wielkopolskie",4 pokoje,670 000 zł,185 m²,działka 630 m²
https://www.otodom.pl/oferta/dom-w-lokalizacji-idealnej-dla-kazdego-ID46H0H.html#0aa18d2928,Dom W Lokalizacji Idealnej Dla Każdego,"Zielona Góra, lubuskie",5 pokoi,899 000 zł,200 m²,działka 530 m²
https://www.otodom.pl/oferta/atrakcyjny-dom-wolnostojacy-6pok-ID46dqh.html#0aa18d2928,"Atrakcyjny dom wolnostojący, 6pok.","Czernin, sztumski, pomorskie",6 pokoi,579 000 zł,140 m²,działka 840 m²
https://www.otodom.pl/oferta/dom-dla-pasjonatow-natury-ID437SJ.html#0aa18d2928,Dom dla pasjonatów natury,"Dobroń, pabianicki, łódzkie",4 pokoje,265 000 zł,"95,20 m²",działka 435 m²
https://www.otodom.pl/oferta/komfortowy-i-nowoczesny-dom-w-naramowicach-312-m2-ID465KW.html#0aa18d2928,Komfortowy i nowoczesny dom w Naramowicach 312 m2,"Poznań, Stare Miasto, Naramowice",6 pokoi,1 690 000 zł,312 m²,działka 674 m²
https://www.otodom.pl/oferta/sprzedam-dom-w-jarocinie-swietna-lokalizacja-ID3ZVA8.html#0aa18d2928,Sprzedam dom w Jarocinie - świetna lokalizacja,"Jarocin, jarociński, wielkopolskie",3 pokoje,280 000 zł,63 m²,działka 645 m²
https://www.otodom.pl/oferta/zadbany-segment-przy-ul-oraczy-ID469c1.html#0aa18d2928,Zadbany segment przy ul. Oraczy,"Warszawa, mazowieckie",5 pokoi,895 000 zł,164 m²,działka 202 m²
https://www.otodom.pl/oferta/rodzinny-dom-zanurzony-w-zieleni-zalesia-gornego-ID44ZkG.html#0aa18d2928,"Rodzinny dom, zanurzony w zieleni Zalesia Górnego","Zalesie Górne, piaseczyński, mazowieckie",7 pokoi,1 250 000 zł,271 m²,działka 1 000 m²
https://www.otodom.pl/oferta/blizniak-w-falenicy-w-cichej-i-spokojnej-okolicy-ID455Wq.html#0aa18d2928,Bliźniak w Falenicy w cichej i spokojnej okolicy,"Warszawa, Wawer, Falenica",5 pokoi,1 950 000 zł,480 m²,działka 1 548 m²
https://www.otodom.pl/oferta/rodzinny-przestronny-wysoka-jakosc-wilanow-ID43X2k.html#0aa18d2928,"Rodzinny, Przestronny, Wysoka Jakość, Wilanów","Warszawa, Wilanów",5 pokoi,2 080 000 zł,300 m²,
https://www.otodom.pl/oferta/dom-150-m-czersk-ID46GZx.html#0aa18d2928,"Dom, 150 m², Czersk","Czersk, chojnicki, pomorskie",5 pokoi,370 000 zł,150 m²,działka 600 m²
https://www.otodom.pl/oferta/nieruchomosc-mieszkalno-warsztatowo-uslugowa-ID46GZh.html#0aa18d2928,Nieruchomość mieszkalno-warsztatowo-usługowa,"Komorniki, poznański, wielkopolskie",4 pokoje,1 490 000 zł,230 m²,działka 2 150 m²
https://www.otodom.pl/oferta/piekny-dom-160m-dzialka-2500m-strykow-rezerwacja-ID41wW6.html#0aa18d2928,Piękny dom 160m + działka 2500m Stryków rezerwacja,"Gozdów, zgierski, łódzkie",5 pokoi,475 000 zł,160 m²,działka 2 500 m²
https://www.otodom.pl/oferta/stare-babice-polowka-blizniaka-167m2-dzialka-456m-ID46GYz.html#0aa18d2928,Stare Babice Połówka Bliźniaka 167m2 działka 456m,"Stare Babice, warszawski zachodni, mazowieckie",4 pokoje,839 000 zł,167 m²,działka 456 m²
https://www.otodom.pl/oferta/wyjatkowy-dom-na-przedmiesciach-gryfina-ID46GYK.html#0aa18d2928,Wyjatkowy dom na przedmieściach Gryfina,"Pniewo, gryfiński, zachodniopomorskie",9 pokoi,1 500 000 zł,400 m²,działka 3 606 m²
https://www.otodom.pl/oferta/dom-na-sprzedaz-ID38tDY.html#0aa18d2928,Dom na sprzedaż,"Grodzisk Mazowiecki, grodziski, mazowieckie",6 pokoi,740 000 zł,250 m²,działka 720 m²
https://www.otodom.pl/oferta/posiadlosc-w-siamoszycach-przy-zalewie-ID46GVi.html#0aa18d2928,Posiadłość w Siamoszycach przy zalewie,"Siamoszyce, zawierciański, śląskie",1 pokój,265 000 zł,40 m²,działka 840 m²
https://www.otodom.pl/oferta/wyjatkowy-dom-na-woli-justowskiej-350m2-15arow-ID45ZMA.html#0aa18d2928,"Wyjątkowy dom na Woli Justowskiej, 350m2, 15arów!!","Kraków, Zwierzyniec, Wola Justowska",7 pokoi,1 999 000 zł,350 m²,działka 1 500 m²
https://www.otodom.pl/oferta/dom-420-m-brwinow-ID43gLh.html#0aa18d2928,"Dom, 420 m², Brwinów","Brwinów, pruszkowski, mazowieckie",8 pokoi,820 000 zł,420 m²,działka 604 m²
https://www.otodom.pl/oferta/sprzedam-dom-w-karwi-ID45Kta.html#d466f4b22f,Sprzedam dom w Karwi,"Karwia, pucki, pomorskie",8 pokoi,790 000 zł,198 m²,działka 200 m²
https://www.otodom.pl/oferta/piekny-i-przestronny-dom-grodzisk-mazowiecki-ID40Nq5.html#d466f4b22f,Piękny i przestronny dom Grodzisk Mazowiecki,"Grodzisk Mazowiecki, grodziski, mazowieckie",7 pokoi,950 000 zł,300 m²,działka 1 500 m²
https://www.otodom.pl/oferta/funkcjonalny-dom-ID43lDv.html#d466f4b22f,Funkcjonalny dom,"Grodzisk Mazowiecki, grodziski, mazowieckie",5 pokoi,1 250 000 zł,220 m²,działka 1 455 m²
https://www.otodom.pl/oferta/dom-szeregowy-torun-wrzosy-ID3sM8Q.html#d466f4b22f,Dom szeregowy Toruń - Wrzosy,"Toruń, Wrzosy",4 pokoje,689 000 zł,160 m²,działka 416 m²
https://www.otodom.pl/oferta/dom-nad-jeziorem-ID46GW1.html#d466f4b22f,Dom nad Jeziorem,"Łąkie, świebodziński, lubuskie",5 pokoi,395 000 zł,170 m²,działka 650 m²
https://www.otodom.pl/oferta/okazja-ladnie-polozony-dom-na-debcu-dobra-cena-ID46GXi.html#d466f4b22f,"Okazja - ładnie położony dom na Dębcu, dobra cena","Poznań, Wilda, Dębiec",5 pokoi,730 000 zł,130 m²,działka 472 m²
https://www.otodom.pl/oferta/dom-wolnostojacy-warszawa-wilanow-zawady-ID46GXf.html#d466f4b22f,Dom (Wolnostojący) - Warszawa Wilanów Zawady,"Warszawa, Wilanów, Zawady",7 pokoi,1 850 000 zł,330 m²,działka 1 150 m²
https://www.otodom.pl/oferta/skrajny-duzy-ogrod-ID45trl.html#d466f4b22f,Skrajny! Duży Ogród!!,"Kamieniec Wrocławski, wrocławski, dolnośląskie",5 pokoi,479 000 zł,158 m²,działka 400 m²
https://www.otodom.pl/oferta/sosnicowice-200-m2-duza-dzialka-ID46GX3.html#d466f4b22f,"Sośnicowice, 200 m2, duża działka","Gliwice, śląskie",6 pokoi,430 000 zł,200 m²,działka 2 310 m²
https://www.otodom.pl/oferta/dom-z-historia-w-czerninie-ID46GX1.html#d466f4b22f,Dom z Historią w Czerninie,"Czernina, górowski, dolnośląskie",7 pokoi,270 000 zł,200 m²,działka 1 500 m²
https://www.otodom.pl/oferta/atrakcyjny-ogrodzony-budynek-z-duza-dzialka-rzeka-ID46GVE.html#d466f4b22f,Atrakcyjny ogrodzony budynek z dużą działką- rzeka,"Czarna Woda, starogardzki, pomorskie",8 pokoi,690 000 zł,"418,70 m²",działka 4 500 m²
https://www.otodom.pl/oferta/miedzyn-dom-jednorodzinny-lub-dwurodzinny-ID46BdO.html#d466f4b22f,Miedzyń dom jednorodzinny lub dwurodzinny,"Bydgoszcz, Miedzyń",6 pokoi,660 000 zł,280 m²,działka 496 m²
https://www.otodom.pl/oferta/kameralny-dom-pensjonat-lesniczowka-zieleniec-ID46sEB.html#d466f4b22f,"Kameralny Dom, Pensjonat Leśniczówka Zieleniec","Duszniki-Zdrój, kłodzki, dolnośląskie",>10 pokoi,2 500 000 zł,380 m²,działka 955 m²
https://www.otodom.pl/oferta/nowy-dom-stan-deweloperski-plus-ID46lVX.html#d466f4b22f,"Nowy dom, stan deweloperski plus","Kamień Pomorski, kamieński, zachodniopomorskie",4 pokoje,579 000 zł,140 m²,działka 520 m²
https://www.otodom.pl/oferta/blizniak-z-ladna-dzialka-i-duzym-tarasem-ID46m0p.html#d466f4b22f,Bliźniak z ładną działką i dużym tarasem,"Kamień Pomorski, kamieński, zachodniopomorskie",4 pokoje,570 000 zł,200 m²,działka 1 000 m²
https://www.otodom.pl/oferta/sprzedam-3-komfortowe-domki-na-dzialce-843-m2-ID46EnD.html#d466f4b22f,Sprzedam 3 komfortowe domki na działce 843 m2,"Dziwnówek, kamieński, zachodniopomorskie",6 pokoi,497 000 zł,125 m²,działka 843 m²
https://www.otodom.pl/oferta/dom-wolnostojacy-w-stanie-surowym-10-minut-od-morz-ID46lTB.html#d466f4b22f,Dom wolnostojący w stanie surowym 10 minut od morz,"Kamień Pomorski, kamieński, zachodniopomorskie",7 pokoi,250 000 zł,250 m²,działka 500 m²
https://www.otodom.pl/oferta/dom-z-bali-goralski-odrowaz-zakopane-sprzedam-ID45Qb2.html#d466f4b22f,Dom z bali Góralski Odrowąż Zakopane sprzedam,"Odrowąż, nowotarski, małopolskie",3 pokoje,520 000 zł,150 m²,działka 32 000 m²
https://www.otodom.pl/oferta/dom-201-m-katowice-ID46GWV.html#d466f4b22f,"Dom, 201 m², Katowice","Katowice, Brynów-Zgrzebnioka, Brynów",5 pokoi,1 250 000 zł,201 m²,działka 1 286 m²
https://www.otodom.pl/oferta/atrakcyjna-willa-podlaskie-ID2unBe.html#d466f4b22f,Atrakcyjna willa - podlaskie,"Hajnówka, hajnowski, podlaskie",9 pokoi,690 000 zł,220 m²,działka 800 m²
https://www.otodom.pl/oferta/dom-gliwice-sosnica-do-zamieszkania-ID46GWb.html#d466f4b22f,Dom Gliwice Sośnica do zamieszkania,"Gliwice, Sośnica",4 pokoje,605 000 zł,105 m²,działka 400 m²
https://www.otodom.pl/oferta/poludniowe-ogrody-5-pokoi-ID46GWi.html#d466f4b22f,południowe ogrody / 5 pokoi,"Radomierzyce, wrocławski, dolnośląskie",5 pokoi,559 000 zł,126 m²,działka 140 m²
https://www.otodom.pl/oferta/bezposrednio-nowoczesny-dom-na-mokotowie-ID44aHq.html#d466f4b22f,BEZPOŚREDNIO - Nowoczesny dom na Mokotowie,"Warszawa, Mokotów, Górny Mokotów",5 pokoi,3 750 000 zł,"256,70 m²",działka 261 m²
https://www.otodom.pl/oferta/duzy-dom-dla-duzej-rodziny-na-jagodnie-ID46GUN.html#d466f4b22f,Duży dom dla dużej rodziny na Jagodnie,"Wrocław, Krzyki, Jagodno",5 pokoi,850 000 zł,188 m²,działka 200 m²
https://www.otodom.pl/oferta/dom-121-m-otorowo-ID44kYy.html#af8c264409,"Dom, 121 m², Otorowo","Otorowo, bydgoski, kujawsko-pomorskie",4 pokoje,440 000 zł,121 m²,
https://www.otodom.pl/oferta/dom-wolnostojacy-halinow-bezposrednio-ID45q5l.html#af8c264409,"Dom wolnostojący Halinów, bezpośrednio","Halinów, miński, mazowieckie",4 pokoje,870 000 zł,155 m²,działka 1 200 m²
https://www.otodom.pl/oferta/sprzedam-dom-warszawa-miedzylesie-ID46sCk.html#af8c264409,Sprzedam dom Warszawa - Międzylesie,"Warszawa, Wawer, Międzylesie",3 pokoje,720 000 zł,60 m²,działka 500 m²
https://www.otodom.pl/oferta/dom-w-spokojnej-okolicy-ID41C2a.html#af8c264409,Dom w spokojnej okolicy!,"Dobra, policki, zachodniopomorskie",5 pokoi,525 000 zł,"201,80 m²",działka 806 m²
https://www.otodom.pl/oferta/dom-z-ogrodem-i-garazem-szczecin-dabie-przy-plazy-ID44Ve0.html#af8c264409,Dom z ogrodem i garażem Szczecin Dąbie przy plaży,"Szczecin, Prawobrzeże, Dąbie",10 pokoi,649 000 zł,270 m²,działka 600 m²
https://www.otodom.pl/oferta/wygodny-rodzinny-wolnostojacy-dom-jablonna-ID46GU8.html#af8c264409,"Wygodny, rodzinny, wolnostojący dom, Jabłonna.","Jabłonna, legionowski, mazowieckie",5 pokoi,1 043 000 zł,260 m²,działka 906 m²
https://www.otodom.pl/oferta/sprzedam-dom-ID44OVH.html#af8c264409,Sprzedam dom,"Maciowakrze, kędzierzyńsko-kozielski, opolskie",6 pokoi,350 000 zł,185 m²,działka 5 200 m²
https://www.otodom.pl/oferta/sprzedam-dom-ID46xqe.html#af8c264409,Sprzedam dom,"Zabrzeg, bielski, śląskie",4 pokoje,750 000 zł,140 m²,działka 700 m²
https://www.otodom.pl/oferta/dom-220-m-truskaw-ID46GTK.html#af8c264409,"Dom, 220 m², Truskaw","Truskaw, warszawski zachodni, mazowieckie",6 pokoi,850 000 zł,220 m²,działka 500 m²
https://www.otodom.pl/oferta/dom-lodz-ruda-pabianicka-200-m2-ID2ukm4.html#af8c264409,Dom Łódź Ruda Pabianicka 200 m2,"Łódź, Górna, Ruda Pabianicka",5 pokoi,780 000 zł,260 m²,działka 998 m²
https://www.otodom.pl/oferta/sprzedam-dom-ID46GTf.html#af8c264409,Sprzedam Dom,"Żyliny, suwalski, podlaskie",6 pokoi,450 000 zł,600 m²,działka 2 500 m²
